Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y
A1BG,9560031.91461138,9560031.91461138,9560031.91461138,13161083.400044242,13161083.400044242,13161083.400044242,13161083.400044242
A2M,7474255707.504973,4275087071.387608,6484531164.45329,1862380280.3278384,7879480932.247349,4529446057.661596,5472765729.881714
AADAT,27497781.490712907,9661108.617400683,9661108.617400683,11447149.353690928,11447149.353690928,11447149.353690928,11447149.353690928
AAK1,2842220839.0295815,3135306396.5983195,3146782650.785774,3516226036.381568,3379848019.955915,2918949478.9288054,3072063483.8546557
AAMDC,8940351.705677371,61764288.303016685,35183055.929072104,15047695.295670148,116195164.41368507,15047695.295670148,15047695.295670148
AARS,6032337352.7747345,6165846650.835881,4631418841.388224,5544859477.908282,6699298618.164768,5444267072.662076,5122165261.119862
AARS2,62913194.44682883,58889536.5616472,30344407.350102298,67529199.66064347,131519481.5470235,25102247.652364437,25102247.652364437
AASDH,37513140.4311059,292448997.18827015,315374064.5931848,713699733.3543173,15290518.825819358,15290518.825819358,841538730.1239167
AASDHPPT,1467497375.2638018,1295765277.4494624,342223305.9851829,479805139.09902745,646395405.4031154,534886336.96384263,420586091.8287962
AASS,24781810.322041303,9798312.770684522,9798312.770684522,9868376.197522093,9868376.197522093,9868376.197522093,9868376.197522093
ABAT,16855092907.415495,18272264321.730114,31450011153.467453,20686935049.357075,21263278456.817272,19067427612.05293,24912188783.413643
ABCA1,38358962.65135193,10010964.114577118,10010964.114577118,256259657.22793427,11234084.316137072,11234084.316137072,11234084.316137072
ABCA2,19596453.0321467,109669416.57653618,77942569.7338997,58002692.19373734,90529853.50548057,44444126.82303757,71461621.78999102
ABCA5,9950759.79331246,9950759.79331246,9950759.79331246,11264967.276924627,11264967.276924627,11264967.276924627,11264967.276924627
ABCB1,9621001.753465679,9621001.753465679,9621001.753465679,13041502.555177197,13041502.555177197,13041502.555177197,13041502.555177197
ABCB10,21530693.921365235,53015759.41946997,48092291.58674022,10604639.552354924,10604639.552354924,10604639.552354924,10604639.552354924
ABCB6,10279662.61796357,10279662.61796357,10279662.61796357,9847385.160509331,9847385.160509331,9847385.160509331,9847385.160509331
ABCB7,64006689.08529651,78088349.60057014,72308201.2347597,141635045.269936,22389386.934305236,137701640.68127987,22389386.934305236
ABCB8,126997133.48750986,85270099.72514988,114962912.31637704,148457892.4521184,24072584.990633503,94455963.58479165,203970151.65563977
ABCC5,39958405.333004706,9606904.391545853,9606904.391545853,9455185.82158298,9455185.82158298,9455185.82158298,9455185.82158298
ABCC8,9830912.070295036,9830912.070295036,9830912.070295036,11671965.717706565,11671965.717706565,11671965.717706565,11671965.717706565
ABCD2,9801331.102268523,9801331.102268523,9801331.102268523,12189700.458808145,12189700.458808145,12189700.458808145,12189700.458808145
ABCD3,765051779.7633499,435152542.74818987,263846805.70290905,405395341.87491274,532961237.5604639,455637874.54542834,433902425.8720839
ABCE1,199951531.43167257,177015567.89104092,118892032.2453575,319983841.9931851,36213703.09308111,324198006.0257636,176918528.90044942
ABCF1,186148038.52915862,147553188.3386258,146858688.84293064,33718438.822021484,207258774.88796937,33718438.822021484,173939058.54438478
ABCF2,23614594.279649995,104009520.2806642,8511464.805512054,18930000.563862413,18930000.563862413,18930000.563862413,18930000.563862413
ABCF3,94908353.91852374,64838065.55722566,44600240.38854776,30997365.45434353,30997365.45434353,30997365.45434353,140498219.54305857
ABHD10,4552553967.292818,3989229670.3965645,6629305562.834493,3800092705.362148,2163262053.7825065,4267864849.8498254,4437260081.482153
ABHD11,382275228.1265131,355784615.49595946,527418780.9464845,384429792.04922295,306222390.180372,47278790.188058116,474861084.1418433
